,question_id,exam_id,content,tip_enabled,points
3,579,42,"In einer Klasse A mögen drei von fünf Schülerinnen das Fach Mathematik. In der Parallelklasse B sind es zwei von drei Schülerinnen. Aus jeder Klasse wird per Zufall je eine Schülerin für eine Partnerarbeit in Mathematik ausgewählt.

Berechne die Wahrscheinlichkeit, dass genau eine von beiden das Fach Mathematik mag.",1,1
4,580,42,"In einer Klasse A mögen drei von fünf Schülerinnen das Fach Mathematik. In der Parallelklasse B sind es zwei von drei Schülerinnen. Aus jeder Klasse wird per Zufall je eine Schülerin für eine Partnerarbeit in Mathematik ausgewählt.

In der Klasse A wechseln zwei Schülerinnen ihre Meinung und mögen Mathematik wegen einer schlechten Prüfung kurzfristig nicht mehr. Nun mag nur noch die Hälfte der Schülerinnen Mathematik. Berechne die Anzahl Schülerinnen in der Klasse A.",1,1
5,581,42,"In einer Urne liegen 1 grüne, 2 weisse und 3 rote Kugeln. Du ziehst mit verbundenen Augen eine Kugel und legst sie wieder in die Urne zurück. Dann ziehst du nochmals eine Kugel. Berechne die Wahrscheinlichkeit, dass eine Kugel rot und die andere weiss ist.",1,1
6,582,42,"In einer Urne liegen 1 grüne, 2 weisse und 3 rote Kugeln. Das Ziehen der zwei Kugeln wurde mehrfach wiederholt. Dabei wurden 493- mal zwei rote Kugeln gezogen. Vier Leute geben eine Schätzung ab, wie oft die Ziehung durchgeführt worden ist. Die Vorschläge sind: 500-mal, 1000-mal, 2000-mal und 2500-mal. Welches ist die beste Schätzung? Begründe deine Antwort mit einer Rechnung.",1,1
7,583,62,"<p class=""p1"">Das graue Dreieck ABD hat einen Flächeninhalt von 30 cm². Die restlichen Masse kannst du der Beschriftung der nicht massstabsgetreuen Abbildung entnehmen.
Berechne die Länge X.
<img class=""alignnone  wp-image-8008"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-16.46.05.png"" alt="""" width=""357"" height=""223"" /></p>
Gib die Zahl mit Masseinheit cm auf eine Kommastelle genau an, Beispiel: 1.5cm",0,1
8,584,62,"<p class=""p1"">Berechne die Grössen der Winkel α und β.
M ist der Mittelpunkt der Strecke CD. Die Abbildung ist nicht massstabsgetreu.
<img class=""alignnone  wp-image-8012"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-16.56.00.png"" alt="""" width=""374"" height=""201"" /></p>",0,1
9,585,62,"<p class=""p1"">Ein Rhombus hat die angegebenen Masse. Die Abbildung ist nicht massstabsgetreu.
<img class=""alignnone  wp-image-7997"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-16.18.34.png"" alt="""" width=""461"" height=""220"" /></p>
<p class=""p1"">Berechne die Länge der Diagonalen AC.
Gib das Resultat in folgendem Format an, Beispiel: 10cm</p>",0,1
10,586,62,"<p class=""p1"">Ein Rhombus hat die angegebenen Masse. Die Abbildung ist nicht massstabsgetreu.
<img class=""alignnone wp-image-7997"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-16.18.34.png"" alt="""" width=""461"" height=""220"" /></p>
<p class=""p1"">Berechne die Länge der Diagonalen BD.
Gib das Resultat in folgendem Format an, Beispiel: 10cm</p>",0,1
11,587,62,"<p class=""p1"">Das Rechteck ABCD ist in drei Flächen A1, A2 und A3 unterteilt (siehe nicht mass-stabsgetreue Abbildung). A2 und A3 haben den gleichen Flächeninhalt. Der Flächeninhalt von A1, ist halb so gross wie derjenige von A2.
Man weiss ausserdem: AD = BC = 5 cm, DE = 13 cm und GC = 12.5 cm
Berechne die Länge der Strecke EF.
<img class=""alignnone  wp-image-8004"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-16.31.53.png"" alt="""" width=""447"" height=""236"" />
Gib die Strecke als Zahl mit Masseinheit cm auf eine Kommastelle genau an, Beispiel: 1.5cm</p>",0,1
0,588,63,"<p class=""p1"">Betrachte das im Koordinatensystem abgebildete Dreieck ABC.
<img class=""alignnone  wp-image-7838"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-11.40.51.png"" alt="""" width=""373"" height=""311"" />
Berechne die Längen der Seite b und der Höhe h<sub>b</sub>.</p>",0,1
1,589,63,"Betrachte das im Koordinatensystem abgebildete Dreieck ABC.
<img class=""alignnone wp-image-7838"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-11.40.51.png"" alt="""" width=""373"" height=""311"" />
Gesucht ist ein Punkt D, so dass AD parallel zu BC ist und das Viereck ABCD den Flächeninhalt 57 hat. Berechne die Koordinaten von D. Hinweis: Der Punkt D liegt ausserhalb der Abbildung.",0,1
2,590,63,"<p class=""p1"">Das Dreieck ABC wird am Spiegelzentrum Z(2/0) gespiegelt. Trage die Koordinaten des gespiegelten Dreiecks A""B""C"" unten ein.
<img class=""alignnone  wp-image-7894"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-13.23.51.png"" alt="""" width=""479"" height=""515"" /></p>",0,1
3,591,63,"<img class=""alignnone  wp-image-7901"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-13.33.05.png"" alt="""" width=""374"" height=""374"" />
<p class=""p1"">Überlege dir, wie sich die Koordinaten der gespiegelten Punkte berechnen lassen. Nun werden die Punkte D(734/0) und E(-410/-265) an Z gespiegelt.
Berechne die Koordinaten der gespiegelten Punkte D"" und E"".</p>",0,1
4,592,63,"<img class=""alignnone  wp-image-7907"" src=""https://gogymi.ch/wp-content/uploads/2023/08/Bildschirmfoto-2023-08-10-um-13.41.15.png"" alt="""" width=""419"" height=""228"" />
<p class=""p1"">M1 und M2 sind die Mittelpunkte der beiden Halbkreise (siehe nicht massstäbliche Abbildung). Berechne die Winkel α und β.</p>",0,1
5,593,4,<p>[latex](272 \frac{11}{20} ÷ 23)+?=(29\cdot12\frac{3}{4})-181.5[/latex]</p>,1,1
6,594,4,<p>[latex](576.825 + 32 \frac{27}{40}) ÷ ? = 126.6 - (16 \cdot 4\frac{3}{5})[/latex]</p>,1,1
7,595,4,<p>[latex](3 \cdot51 \frac{11}{25}) - ? = (691\frac{5}{8}+ 436.375) ÷ 48[/latex]</p>,1,1
8,596,4,<p>[latex](135 \frac{7}{10} + 628.36) ÷ ? = (14 \cdot 5\frac{4}{5})-70.2 [/latex]</p>,1,1
9,597,4,<p>[latex](156 \frac{1}{4}- 57.5) = (107 \frac{1}{20}+ ?) ÷ 4[/latex]</p>,1,1
10,598,4,<p>[latex]20\frac{3}{8}+(65.91 ÷ 13)-(12\cdot1\frac{9}{25})[/latex]</p>,1,1
11,599,12,[latex]\text{409} \cdot \text{0.409 km} = ? [/latex],1,1
12,600,12,<p>5.1 t <b>÷</b> 75 = ?</p>,1,1
13,601,12,<p>0.375 <b>·</b> 96 Fr. = ?</p>,1,1
14,602,12,<p>242.25 l <b>÷</b> 95 = ? cl</p>,1,1
15,603,12,3 t 560 kg - 765 kg + 4 t + 18565 kg + 20 kg - 1t 5 kg = ?,1,1
16,604,12,24 km 500 m + 7.625 km - 2 km + 750 m - 1.125 km = ? ,1,1
17,605,12,<p>73 <b>·</b> 14.145 l = ?</p>,1,1
18,606,12,<p>213 kg 855 g <b>÷</b> 53 = ?</p>,1,1
19,607,12,<p>685 <b>· </b>6.485 kg = ?</p>,1,1
20,608,12,<p>1501.25 Fr. <b>÷</b> 25 = ?</p>,1,1
21,609,12,<p>607 <b>·</b> 0.607 km = ?</p>,1,1
0,610,12,<p>338.8 m <b>÷</b> 56 cm = ?</p>,1,1
1,611,12,<p>0.85 <b>·</b> 480 l = ?</p>,1,1
2,612,12,<p>281.75 m <b>÷</b> 35 = ?</p>,1,1
3,613,13,58 t - 39 kg + 17.745 t - 8 t = ? ,1,1
4,614,13,<p>1401.75 Fr. <b>÷</b> 35 = ?</p>,1,1
5,615,13,[latex]\text{286} \cdot \text{4.865 kg} = ?[/latex],1,1
6,616,13,<p>176.5 m <b>÷</b> 25 mm = ?</p>,1,1
7,617,13,[latex]\text{96 Fr.} \cdot \text{0.875} = ?[/latex],1,1
8,618,13,<p>343.4 m <b>÷</b> 68 cm = ?</p>,1,1
9,619,13,[latex]\text{0.75} \cdot \text{360 l} = ?[/latex],1,1
10,620,13,<p>6.450 km <b>÷</b> 75 = ?</p>,1,1
11,621,15,<p>[latex] \text{(609} ÷ 3) \cdot (2.2 \cdot 2.4) + 0.17 - (3.32. + 2.8) = ? [/latex]</p>,1,1
12,622,15,<p>[latex] (\frac{1}{4} + \frac{1}{5}) - 0.4 +(2 \cdot (0.6 ÷ 3)) = ? [/latex]</p>,1,1
13,623,15,[latex](\frac{1}{3} -\frac{1}{4}) + (\frac{1}{2} + \frac{1}{3}) + \frac{1}{12} = ? [/latex],1,1
14,624,15,[latex] (13 \cdot 1033) - (3.25 \cdot 3) + \frac{1}{4} = ? [/latex],1,1
15,625,17,"Für die Beschneiung einer Skipiste stehen 24 Schneekanonen im Einsatz. Mit diesen würde es 40 Stunden dauern, um eine Piste ausreichend zu beschneien. Nach 12 Stunden werden zusätzlich 6 mobile Schneekanonen in Betrieb genommen, die zudem ein dreimal so grosses Leistungsvermögen wie die bisherigen Schneekanonen haben. Wie lange dauert die Pistenbeschneiung insgesamt?",1,1
16,626,17,"Piraten gingen mit 30 Mann Besatzung auf See. Mit dem Proviant (Essensvorrat) wollten sie 100 Tage auskommen. Nach 20 Tagen gab es einen Kampf. 10 Mann überlebten ihn nicht. Wie lange konnten die Überlebenden noch auf See bleiben, bevor auch ihnen der Proviant ausging?",1,1
17,627,17,"Für die gesamte Kirschenernte würden 15 Bauern 20 Tage benötigen. Da die Bauern eine Regenperiode befürchten, lassen sie sich von 14 Schülerinnen während neun Tagen in den Sommerferien bei der Ernte helfen. Sieben Schülerinnen pflücken gleich viele Kirschen wie fünf Bauern in derselben Zeit. Wie viele Tage dauert die Kirschenernte mit den neuen Arbeitskräften?",1,1
18,628,17,Bauer Hürlimann hat 16 Pferde und 19 Kühe im Stall. Eine Kuh frisst doppelt so viel Heu wie ein Pferd. Der Heuvorrat von Bauer Hürlimann würde für 120 Tage reichen. Nach 40 Tagen nimmt der Bauer noch weitere drei Kühe in seinen Stall auf. Wie lange reicht der Heuvorrat nun insgesamt?,1,1
19,629,17,Auf einem Segeltörn (Reise mit einem Segelboot) würden die Nahrungsmittel für die vierköpfige Besatzung 43 Tage reichen. Nach 4 Tagen erkrankt eine Person und isst deshalb während 15 Tagen nur einen Drittel der üblichen Tagesration. Am Ende des Segeltörns sind alle Vorräte aufgebraucht. Wie lange hat die Reise gedauert?,1,1
20,630,17,"13 Schüler/-innen können den Pausenplatz in 1 h 45 min vom Laub befreien. Wie lange dauert die ganze Arbeit, wenn nach 20 min acht ältere Lehrer zur Hilfe kommen, von denen jeder aber nur halb so schnell arbeitet wie die Schüler/-innen?",1,1
0,631,17,In einem Gestüt reicht der Futtervorrat für die 16 Pferde genau 105 Tage lang. Nach 9 Tagen werden 4 Pferde verkauft und nach weiteren 23 Tagen wieder 3 Pferde erworben. Wie lange reicht der Vorrat nun insgesamt?,1,1
1,632,17,"Für ein Malerprojekt hat die Firma berechnet, dass 12 Arbeiter einen ganzen Tag benötigen, wenn sie von 7:00—12:00 Uhr und dann von 13:00—18:00 Uhr arbeiten. Nach dem Mittagessen tauchen 2 Maler jedoch gar nicht mehr auf. Bis wann müssen nun die restlichen Arbeiter arbeiten, damit das Projekt beendet wird?",1,1
2,633,17,24 Arbeiter bauen in 30 Arbeitstagen 120 Maschinen zusammen. Für einen Auftrag für 100 Maschinen stehen 40 Arbeitstage zur Verfügung. Wie viele Arbeiter werden dafür benötigt?,1,1
3,634,17,"Drei Röhren führen zu einem Schwimmbecken. Die 1. Röhre alleine würde das Becken in 12 h, die 2. in 10 h und die 3. in 8 h füllen. Um 6:00 Uhr wird begonnen, das Becken mit allen drei Röhren zu füllen. Wenn nach 2 h die 1. und nach 3 h die 2. Röhre ausfällt, um wie viel Uhr ist dann das Becken gefüllt?",1,1
4,635,18,"Livia fährt mit dem Motorrad zu ihrer Freundin. Sie startet um 13:00 Uhr. Nach 20 Minuten fährt sie an einer Bushaltestelle vorbei. Den zweiten Teil der Strecke fährt sie mit einer konstanten Geschwindigkeit von 60 km/h weiter und erreicht ihr Ziel um 13:40 Uhr. Mit welcher Geschwindigkeit fuhr sie bis zur Bushaltestelle, wenn dieser Teil der Strecke 5 km länger ist als der zweite Teil?",1,1
5,636,18,"An einer Strasse sollen Pfähle aufgestellt werden. Wäre der Abstand zwischen den Pfählen jeweils 0.65 m, so bräuchte es 144 Pfähle. Nun soll aber der Abstand zwischen zwei Pfählen um 1/5 verringert werden. Wie viele Pfähle braucht es nun?",1,1
6,637,18,<p>Herr Zwerus kauft Pralinen. Er möchte zwei verschiedene Sorten: eine mit Nougatfüllung und eine mit Beerengeschmack. Diejenige mit Beerengeschmack kostet je 0.25 Fr. oder 5/30 weniger als diejenige mit Nougatfüllung. Herr Zwerus entscheidet sich für 7 Nougat- und doppelt so viele Beeren-Pralinen. Wie viel muss er bezahlen?</p>,1,1
7,638,18,Ein Treppenhaus wird erneuert. Ursprünglich waren es 40 Stufen à 19.2 cm. Neu sind die Stufen jeweils 4.8 cm höher. Wie viele Stufen hat das Treppenhaus insgesamt nach der Erneuerung?,1,1
8,639,18,"In einem Wolkenkratzer mit 40 Stockwerken befindet sich in der obersten Etage ein Grossbüro. Leider hat es nur einen alten Lift, der 55 Sekunden braucht, um in den obersten Stock zu fahren und 42.5 Sekunden braucht, um wieder nach unten zu kommen. In diesem Lift haben maximal 7 Personen Platz. Die meisten Geschäftsleute kommen am Morgen mit dem Zug um dieselbe Uhrzeit an. Es müssen 168 Leute im Lift transportiert werden. Nun sollen sich die Zustände ändern. Drei hochmoderne Lifte sollen den alten Lift ablösen. In diesen neuen Liften haben jeweils 14 Personen Platz. Man möchte damit 9/10 der Zeit einsparen. Wie viele Sekunden dürfen die Lifte für Hoch- und Runterfahrt maximal benötigen, wenn der Lift am Schluss wieder unten sein soll?",1,1
9,640,18,Ein Haus soll von sechs Arbeitern gebaut werden. Für 1/3 der Arbeit brauchen sie normalerweise 92 Tage. Jetzt fallen jedoch zwei Arbeiter schon zu Beginn der Arbeit aus. Nach wie vielen Tagen ist das Haus fertig?,1,1
10,641,18,"Ein Päckchen mit 270 Schrauben wiegt 3609 g. Wie viel Schrauben der gleichen Sorte befinden sich in einem Päckchen, das 6817 g wiegt?",1,1
11,642,18,"In einer Firma erhalten 16 Arbeiter einen Wochenlohn von insgesamt 20 000 Fr., wenn sie jeden Tag 8 Stunden arbeiten. Was für einen Wochenlohn erhalten 24 Arbeiter bei gleichem Stundenlohn, wenn sie nur 6 Stunden pro Tag arbeiten?",1,1
12,643,18,"Carlos plant gerade seine Ferien. Er hat ausgerechnet, dass er 10 Tage bleiben kann, wenn er jeden Tag 40 Fr. ausgibt. Beim Stöbern durchs Internet findet er noch ein Angebot für eine Tour in Lissabon, die er unbedingt machen möchte. Diese kostet 120 Fr. Wie viel Geld darf er nun noch pro Tag ausgeben, sodass er immer noch 10 Tage bleiben kann?",1,1
13,644,18,"Für eine Lagerinventur in einem Pneuhaus werden vier studentische Hilfskräfte eingestellt. Zusammen würden sie die Arbeit in 14 Stunden bewältigen. Sie arbeiten am ersten Tag von 8 Uhr bis 16:45 Uhr mit zwei Pausen von insgesamt 45 Minuten. Am zweiten Tag verschläft ein Student und so führen zunächst nur drei Hilfskräfte die Arbeit von 8 Uhr bis 10 Uhr weiter. Nach der Frühstückspause bis 10:15 Uhr sind sie wieder vollzählig und setzen die Inventur zu viert fort. Um wie viel Uhr ist die Inventur beendet, wenn sie keine weitere Pause machen?",1,1
14,645,18,"Zwei Männer errichten eine Backsteinwand. Für diese Arbeit werden zehn Tage veranschlagt. Nach vier Tagen kommt ein dritter Mann hinzu. Wie viele Tage dauert es nun insgesamt, die Wand hochzuziehen?",1,1
15,646,18,"Maja wohnt und arbeitet in Rorschach. Sie besucht oft ihre Grossmutter im 153 km entfernten Olten und braucht dafür mit dem Auto 1.7 h. An diesem Sonntag möchte sie ihre Tante in Fribourg besuchen, weil diese Geburtstag hat.Wie viel Zeit muss sie einberechnen, um die 255 km bis Fribourg zurückzulegen, wenn sie durchschnittlich gleich schnell fährt wie zur Grossmutter nach Olten?",1,1
16,647,18,"Eine Firma stellt mittels Maschinen Handys her. Die bisherige Wochenproduktion von 450 Handys soll wegen der gestiegenen Nachfrage auf 1000 Stück gesteigert werden. Gleichzeitig wird nun auch nur noch 40 statt wie bisher 45 Wochenstunden gearbeitet. Die Firma will dazu die Zahl der Mitarbeitenden von 3200 auf 4000 erhöhen und ausserdem die bisher genutzten Maschinen durch moderne ersetzen, die pro Stunde mehr Handys herstellen können. Die wie vielfache Leistung der bisher eingesetzten Maschinen müssen jetzt diese neuen Maschinen erbringen?",1,1
0,648,18,"In einem Bienenhaus wird fleissig Honig produziert. Das Bienenvolk zählt 36 600 Bienen, welche zusammen in einem Monat 18 kg Honig herstellen. Im nächsten Monat befällt die Varroamilbe den Stock, wobei 6100 Bienen sterben. Wie viel Honig kann dann in einem Monat noch gewonnen werden?",1,1
1,649,19,"Herr Schweizer führt einen Lebensmittelladen. Er kauft 3 Säcke à 30 Tomaten ein und bezahlt pro Tomate 0.60 Fr. Als er sie in das Obstregal einordnen will, bemerkt er, dass ein Neuntel davon nicht mehr verkauft werden kann. Er muss die übrigen Tomaten für 1.30 Fr. das Stück verkaufen. Wie gross ist sein Gewinn?",1,1
2,650,19,"Frau Bundi verkauft Blumen auf dem Markt. Sie hat bei einem Händler insgesamt 90 Blumen eingekauft, wobei sie pro Blume 90 Rp. bezahlt hat. Auf dem Weg zum Markt fällt ihr ein Dreissigstel der Blumen auf den Boden. Diese kann sie nicht mehr verkaufen. Beim Auspacken der übrigen Blumen fällt ihr auf, dass weitere 12 Blumen verwelkt sind. Die übrigen Blumen verkauft Frau Bundi für 1.60 Fr. das Stück. Wie gross ist ihr Gewinn?",1,1
3,651,19,Der Sportclub Steffisburg kann für 1078 Fr. neue Bälle kaufen. Es werden 6 Fussbälle zu je 75 Fr. und 5 Handbälle zu je 56 Fr. gekauft. Wie viele Plastikbälle zu je 12 Fr. können noch gekauft werden?,1,1
4,652,19,"Eine Bäuerin verkauft Schnittblumen auf dem Markt. Eine Blume soll 0.75 Fr. kosten, damit die Bäuerin 102 Fr. einnimmt. Am Vorabend zerstört ein Hagelsturm ein Viertel der Schnittblumen und 17 gehen danach noch beim Transport kaputt, sodass sie unverkäuflich sind. Zu welchem Stückpreis muss die Bäuerin die Schnittblumen jetzt verkaufen, damit sie dennoch 102 Fr. einnimmt?",1,1
5,653,19,Ein Winzer verkauft seinen Wein in drei Flaschengrössen. Insgesamt nimmt er 7500 Fr. ein. Zuerst verkauft er 80 grosse Flaschen für je 15 Fr. Dann verkauft er 600 mittelgrosse Flaschen für je 8 Fr. und halb so viele kleine Flaschen. Für wie viel muss der Winzer die kleinen Flaschen verkaufen?,1,1
6,654,19,"Ein Restaurant bestellt beim Lieferanten jeweils 3-kg-Dosen Bohnen. Eine Dose kostet normalerweise 10.50 Fr. Der Lieferant teilt nun mit, dass es eine Preiserhöhung gegeben hat. Neu kostet ein Kilogramm Bohnen 1.20 Fr. mehr als üblich. Man kann ausserdem nur noch 4.5-kg-Dosen kaufen. Wie teuer ist eine Dose neu?",1,1
7,655,19,500 Liter Heizöl haben ein Gewicht von 423.500 kg. 100 kg kosten 40 Fr. In den Tank eines Wohnhauses wurden 8000 Liter Heizöl eingefüllt. a) Welches Gewicht hatte die Lieferung? b) Wie teuer ist die Rechnung für dieses Heizöl?,1,1
8,656,19,"Ricarda kaufte am 3.1.2009 in Konstanz einen Rucksack. An jenem Tag bekam man
1.45 Fr. für 1 Euro, sodass sie für ihren Rucksack 78.30 Fr. bezahlen musste.

a) Wie viel kostete der Rucksack umgerechnet in Euro?
b) Der Freund von Ricarda kaufte denselben Rucksack am 7.8.2009. Wie viele Franken musste er beim gleichen Rucksackpreis mehr bezahlen beim damaligen Wechselkurs von 1.56 Fr.?",1,1
9,657,19,"Lara erhält 9.30 Fr. Taschengeld. Davon darf sie sich Kaugummis kaufen. Die gelben kosten 0.30 Fr. das Stück, die blauen 0.40 Fr. Sie kauft 15 gelbe Kaugummis. Wie viele von den blauen kann sie sich für den Rest des Taschengeldes noch kaufen?",1,1
10,658,20,"Vor Ostern wurden in der Konditorei Fretz 1‘360 kleine Osterhasen in zweierlei Schachteln abgepackt. Frau Fretz packte in die kleineren Schachteln je sechs Hasen, Herr Fretz in die grösseren Schachteln je acht Hasen. Frau Fretz benötigte pro Schachtel zwei Minuten, Herr Fretz drei Minuten. Beide arbeiteten gleich lange.
Wie viele Schachteln hat Frau Fretz abgepackt?",1,1
11,659,20,"Ein Schwimmbecken hat für kaltes und warmes Wasser zwei verschiedene Zuleitungen. Mit der Kaltwasserröhre allein kann das Becken in einer Stunde gefüllt werden. Mit der Warmwasserröhre allein dauert das Füllen des Beckens zwei Stunden.
Zu Beginn der Badesaison füllt der Bademeister das leere Becken. 24 Minuten nach dem Öffnen der beiden Röhren merkt er, dass das Wasser zu kalt ist und stellt die Kaltwasserröhre ab. Wie viele Minuten dauert es von diesem Zeitpunkt an, bis das Schwimmbecken gefüllt ist?",1,1
0,660,20,"Ein Brunnen fasst 1960 Liter Wasser und kann durch drei Röhren A, B und C gefüllt werden. Röhre B liefert pro Minute doppelt so viele Liter wie Röhre A, Röhre C pro Minute nur halb so viele Liter wie Röhre A.
a) Der leere Brunnen wird in 35 Minuten gefüllt. Wie viele Liter Wasser liefert jede Röhre pro Minute?
b) Der Brunnen ist leer. Um 12.00 Uhr werden alle Röhren geöffnet. Nach 20 Minuten fallen Röhre A und B aus. Wann ist der Brunnen voll?

Hier hat es zwei korrekte Antworten: Wähle die korrekte Antwort für a) und b).",1,1
1,661,20,"Ein Trog fasst 960 Liter. Er wird durch drei Röhren gefüllt. Zwei Röhren liefern pro Minute je 12 Liter Wasser. Die dritte Röhre allein würde den Trog in 40 Min füllen. Die dritte Röhre ist zunächst 8 min lang verstopft. Während dieser Zeit fliesst nur aus den ersten zwei Röhren Wasser. Wie lange dauert es unter diesen Umständen, bis der Trog ganz gefüllt ist?",1,1
2,662,20,"In einer Getränkefabrik wird Mineralwasser in Flaschen abgefüllt. Maschine 1 füllt 4400 Flaschen pro Stunde ab. Maschine 2 füllt 3200 Flaschen pro Stunde ab. Machine 3 füllt 2400 Flaschen pro Stunde ab. Um 7.30 Uhr wird Maschine 1 gestartet, um 7.45 Uhr Maschine 2 und um 8 Uhr Maschine 3. Um wie viel Uhr sind 35‘000 Flaschen abgefüllt?",1,1
3,663,20,Bauer Hürlimann hat 14 Pferde und 17 Kühe im Stall. Eine Kuh frisst doppelt so viel Heu wie ein Pferd. Der Heuvorrat von Bauer Hürlimann würde für 110 Tage reichen. Nach 30 tagen nimmt der Bauer zusätzlich sechs Kühe in seinen Stall auf. Wie lange reicht der Heuvorrat insgesamt?,1,1
4,664,20,Eine Bäckerei bestellt 16 Säcke zu je 2.5kg Weissmehl und 18 Säcke zu je 2kg Roggenmehl und bezahlt insgesamt 132 Fr. Dabei kosten 9kg Roggenmehl gleich viel wie 12kg Weissmehl. Wie teuer wird die nächste Bestellung von 20 Säcken Weissmehl und 15 Säcken Roggenmehl?,1,1
5,665,20,"Philipp hat vier ausgewachsene Meerschweinchen. Für sie reicht ein normaler Sack Futter drei Wochen. Neuerdings gibt es aber auch grosse Säcke, welche die Hälfte mehr enthalten. Zudem hat Philipp vier weitere Meerschweinchen als Feriengäste, zwei ausgewachsene und zwei junge. Die jungen fressen halb so viel wie die ausgewachsenen Meerschweinchen. Wie viele Tage reicht ein grosser Sack Futter für alle acht Meerschweinchen?",1,1
6,666,20,Sieben Maurer können ein Haus in 83 Tagen bauen. Elf Tage nach Beginn der Arbeit wird ein erster Maurer krank und nach vier weiteren Tagen ein zweiter. Beide Maurer können bis zur Fertigstellung des Hauses nicht mehr eingesetzt werden. Um wie viele Tage verzögert sich die Arbeit?,1,1
0,667,22,"Ein Schiff fährt mit gleichbleibender Geschwindigkeit von A nach B. Es startet um 9.47 Uhr in A. Um 10.15 Uhr ist es noch 32 km von B entfernt. Um 10.50 Uhr ist es noch 18 km von B entfernt.

a) Um welche Zeit kommt das Schiff in B an?

b) Wie lange ist die Strecke von A nach B?

Bei dieser Aufgabe hat es zwei korrekte Antworten. Klicke auf das richtige Ergebnis für die Aufgabe a) und b).",1,1
1,668,22,"Paula plant mit ihrem Pferd Merlin einen Ritt: Zuerst 18 Minuten Schritt (6 km/h) und dann 8 Minuten Trab (15 km/h). Leider wirft der übermütige Merlin Paula nach 13 Minuten ab. Bis Paula wieder weiterreiten kann, entsteht ein Unterbruch. Um zu geplanter Zeit am Ziel zu sein, reitet Paula den Rest der Strecke im Galopp (25 km/h). Wie lange dauerte der Unterbruch? <!-- -->",1,1
2,669,22,"Herr Huber verlässt A um 7.23 Uhr in Richtung B. Während der ersten 36 Minuten fährt er mit einer durchschnittlichen Geschwindigkeit von 95 km/h. Da sich das Wetter verschlechtert, kann er während der nächsten 26 km nur mit einer durchschnittlichen Geschwindigkeit von 65 km/h fahren. Um 9.05 Uhr muss Herr Huber in B eintreffen, welches 160 km von A entfernt ist. Mit welcher durchschnittlichen Geschwindigkeit muss Herr Huber das letzte Stück seines Weges zurücklegen?",1,1
3,670,22,Ein Automobilist möchte 210 km in 2 h 20 min zurücklegen. Wegen starken Verkehrs vermindert sich die Durchschnittsgeschwindigkeit um 15 km/h. Wie weit ist er nach Ablauf der geplanten Zeit noch vom Ziel entfernt?,1,1
4,671,22,Eine Fahrt mit dem Zug von Zürich nach Bern dauert gemäss Fahrplan 58 Minuten. Dabei werden 126 km zurückgelegt. In den ersten und letzten 5 Minuten darf der Zug nur je 48 km/h fahren. Welche Geschwindigkeit muss er während der übrigen Zeit durchschnittlich erreichen?,1,1
5,672,22,"Nadja will mit ihrem Auto an die Geburtstagsfeier ihrer Freundin fahren, welche 60 Kilometer entfernt wohnt. Auf dem Weg will sie noch ein Zwischenstopp von 15 min Minuten machen, damit sie noch ein Geschenk kaufen kann. Sie fährt mit einer konstanten Geschwindigkeit von 90 km/h. Wann muss sie losfahren, wenn sie um 18:30 Uhr bei der Freundin ankommen will?",1,1
6,673,22,In einem Autorennen werden drei Runden von je 10 km gefahren. Dabei wird eine Durchschnittsgeschwindigkeit von 150 km/h eingehalten. In der ersten Runde fährt das Auto mit einer konstanten Geschwindigkeit von 120 km/h und in der zweiten Runde mit einer konstanten Geschwindigkeit von 200 km/h. Mit welcher Geschwindigkeit wird die dritte Runde gefahren?,1,1
7,674,23,"Mariella baut einen Zaun entlang einer Strasse, die 22 m lang ist. Wie viele Pfosten muss sie kaufen, wenn der Abstand von Pfosten zu Pfosten jeweils 1 m lang sein soll?",1,1
0,675,23,"Herr Humboldt umzäunt sein Haus. Der Zaun soll 125 m lang sein. Er schlägt Pfosten im Abstand von 2.5 m ein. Wie viele Abstände sind dies insgesamt? <!-- -->
<!-- -->",1,1
1,676,23,"Noel findet 19 Pfosten in seinem Keller. Er plant, damit einen Zaun entlang der Strasse zu bauen. Die Länge dieses Strassenabschnittes beträgt 129.6 m. Wie lang wird der Abstand zwischen den Pfosten sein?",1,1
2,677,23,Die Gärtnerei Haubel stellt entlang der Vorderseite ihres Geschäftes 12 Blumentöpfe in einer Reihe auf. Der Abstand zwischen den Töpfen beträgt jeweils 90 cm. Wie lange ist die ganze Länge?,1,1
